,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
y_pred[30],7.11618,0.00233974,0.159073,0.152236,6.85328,7.11953,7.37521,4782.27,5778.93,0.161392,1.00061
y_pred[31],8.53202,0.00235287,0.149041,0.142528,8.28655,8.53324,8.77076,4063.62,5040.0,0.137139,1.00072
y_pred[32],8.53202,0.00235287,0.149041,0.142528,8.28655,8.53324,8.77076,4063.62,5040.0,0.137139,1.00072
y_pred[33],8.53202,0.00235287,0.149041,0.142528,8.28655,8.53324,8.77076,4063.62,5040.0,0.137139,1.00072
y_pred[34],8.53202,0.00235287,0.149041,0.142528,8.28655,8.53324,8.77076,4063.62,5040.0,0.137139,1.00072
y_pred[35],8.53202,0.00235287,0.149041,0.142528,8.28655,8.53324,8.77076,4063.62,5040.0,0.137139,1.00072
y_pred[36],7.90308,0.00235621,0.17092,0.165919,7.63309,7.8977,8.18873,5388.62,6210.2,0.181855,1.00086
y_pred[37],7.90308,0.00235621,0.17092,0.165919,7.63309,7.8977,8.18873,5388.62,6210.2,0.181855,1.00086
y_pred[38],7.90308,0.00235621,0.17092,0.165919,7.63309,7.8977,8.18873,5388.62,6210.2,0.181855,1.00086
y_pred[39],7.90308,0.00235621,0.17092,0.165919,7.63309,7.8977,8.18873,5388.62,6210.2,0.181855,1.00086
y_pred[40],7.90308,0.00235621,0.17092,0.165919,7.63309,7.8977,8.18873,5388.62,6210.2,0.181855,1.00086
y_pred[41],-2.88482,0.0133315,0.596856,0.56377,-3.78518,-2.93763,-1.75531,2338.22,1284.4,0.07891,1.00137
y_pred[42],-2.88482,0.0133315,0.596856,0.56377,-3.78518,-2.93763,-1.75531,2338.22,1284.4,0.07891,1.00137
y_pred[43],-2.88482,0.0133315,0.596856,0.56377,-3.78518,-2.93763,-1.75531,2338.22,1284.4,0.07891,1.00137
y_pred[44],-2.88482,0.0133315,0.596856,0.56377,-3.78518,-2.93763,-1.75531,2338.22,1284.4,0.07891,1.00137
y_pred[45],-2.88482,0.0133315,0.596856,0.56377,-3.78518,-2.93763,-1.75531,2338.22,1284.4,0.07891,1.00137
y_pred[46],-1.99119,0.00867701,0.566996,0.523575,-2.89086,-2.01501,-1.02478,4213.97,4852.47,0.142213,1.00075
y_pred[47],-1.99119,0.00867701,0.566996,0.523575,-2.89086,-2.01501,-1.02478,4213.97,4852.47,0.142213,1.00075
y_pred[48],-1.99119,0.00867701,0.566996,0.523575,-2.89086,-2.01501,-1.02478,4213.97,4852.47,0.142213,1.00075
y_pred[49],-1.99119,0.00867701,0.566996,0.523575,-2.89086,-2.01501,-1.02478,4213.97,4852.47,0.142213,1.00075
y_pred[50],-1.99119,0.00867701,0.566996,0.523575,-2.89086,-2.01501,-1.02478,4213.97,4852.47,0.142213,1.00075
y_pred[51],-0.238482,0.0246917,0.810823,0.709333,-1.81791,-0.0991347,0.936443,1190.4,1942.64,0.0401736,1.00258
y_pred[52],-0.238482,0.0246917,0.810823,0.709333,-1.81791,-0.0991347,0.936443,1190.4,1942.64,0.0401736,1.00258
y_pred[53],-0.238482,0.0246917,0.810823,0.709333,-1.81791,-0.0991347,0.936443,1190.4,1942.64,0.0401736,1.00258
y_pred[54],-0.238482,0.0246917,0.810823,0.709333,-1.81791,-0.0991347,0.936443,1190.4,1942.64,0.0401736,1.00258
y_pred[55],-0.238482,0.0246917,0.810823,0.709333,-1.81791,-0.0991347,0.936443,1190.4,1942.64,0.0401736,1.00258
y_pred[56],-1.16179,0.0174748,0.713526,0.664115,-2.42199,-1.15239,-0.0153439,1746.26,2207.0,0.0589325,1.00248
y_pred[57],-1.16179,0.0174748,0.713526,0.664115,-2.42199,-1.15239,-0.0153439,1746.26,2207.0,0.0589325,1.00248
y_pred[58],-1.16179,0.0174748,0.713526,0.664115,-2.42199,-1.15239,-0.0153439,1746.26,2207.0,0.0589325,1.00248
y_pred[59],-1.16179,0.0174748,0.713526,0.664115,-2.42199,-1.15239,-0.0153439,1746.26,2207.0,0.0589325,1.00248
