,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[25],-1.13585,0.00824271,0.750958,0.679406,-2.59533,-0.989049,-0.19095,8473.51,6214.06,0.585723,1.00002
log_lik[26],-0.219022,0.00474705,0.382845,0.335058,-0.935272,-0.148643,0.274711,6960.83,5798.04,0.48116,1.00002
log_lik[27],-0.0203185,0.00407756,0.265451,0.233459,-0.493475,0.0122157,0.343277,5393.91,5868.28,0.372849,1.00055
log_lik[28],0.0479242,0.00360584,0.244039,0.221724,-0.39392,0.074877,0.392857,5017.16,4613.85,0.346806,1.00052
log_lik[29],0.0262433,0.00374985,0.243252,0.21912,-0.404023,0.0524171,0.373362,5007.06,4738.23,0.346108,1.00068
log_lik[30],0.00390791,0.00381425,0.274823,0.243762,-0.504501,0.0410257,0.377836,5573.55,5264.67,0.385266,1.0003
log_lik[31],-0.0282293,0.00358069,0.256263,0.236651,-0.481179,-0.000487642,0.337774,5676.2,4775.83,0.392361,1.00188
log_lik[32],0.0136211,0.00284775,0.21031,0.202699,-0.354362,0.0329355,0.323703,5856.02,6003.36,0.404791,1.00067
log_lik[33],-0.65636,0.00523078,0.432991,0.395712,-1.44654,-0.594501,-0.079817,7843.82,5954.53,0.542196,1.00071
log_lik[34],-0.156833,0.00393886,0.292157,0.267627,-0.686227,-0.120392,0.250255,6068.87,4966.28,0.419505,1.00176
log_lik[35],-0.178875,0.00399532,0.298182,0.271421,-0.718287,-0.141344,0.238918,6147.17,4914.91,0.424917,1.00172
log_lik[36],0.0776794,0.00310235,0.211786,0.20304,-0.292702,0.0935629,0.393731,4970.34,5346.74,0.34357,1.00084
log_lik[37],-0.130521,0.00349605,0.287986,0.269279,-0.640676,-0.0986658,0.280382,6959.87,6804.93,0.481094,0.999992
log_lik[38],0.0332716,0.00310604,0.232135,0.217912,-0.3757,0.054632,0.37766,5830.99,6410.19,0.403061,1.00019
log_lik[39],-0.959067,0.00608181,0.55961,0.522964,-1.98416,-0.876842,-0.191571,8036.63,6489.6,0.555524,1.00001
log_lik[40],0.0511224,0.00307697,0.225495,0.212538,-0.346833,0.0702307,0.389375,5586.34,6268.55,0.38615,1.0003
log_lik[41],-0.40818,0.0023096,0.161933,0.153531,-0.701872,-0.385411,-0.18394,5500.8,4700.83,0.380237,0.999921
log_lik[42],-0.40818,0.0023096,0.161933,0.153531,-0.701872,-0.385411,-0.18394,5500.8,4700.83,0.380237,0.999921
log_lik[43],-0.40818,0.0023096,0.161933,0.153531,-0.701872,-0.385411,-0.18394,5500.8,4700.83,0.380237,0.999921
log_lik[44],-0.40818,0.0023096,0.161933,0.153531,-0.701872,-0.385411,-0.18394,5500.8,4700.83,0.380237,0.999921
log_lik[45],-0.40818,0.0023096,0.161933,0.153531,-0.701872,-0.385411,-0.18394,5500.8,4700.83,0.380237,0.999921
log_lik[46],-3.28573,0.00569273,0.494925,0.475156,-4.16417,-3.25339,-2.53798,7579.41,6999.71,0.523919,1.00018
log_lik[47],-1.63184,0.00495388,0.422264,0.404739,-2.35874,-1.59395,-1.00442,6802.37,4520.72,0.470207,1.00068
log_lik[48],-1.63184,0.00495388,0.422264,0.404739,-2.35874,-1.59395,-1.00442,6802.37,4520.72,0.470207,1.00068
log_lik[49],-1.63184,0.00495388,0.422264,0.404739,-2.35874,-1.59395,-1.00442,6802.37,4520.72,0.470207,1.00068
log_lik[50],-1.63184,0.00495388,0.422264,0.404739,-2.35874,-1.59395,-1.00442,6802.37,4520.72,0.470207,1.00068
log_lik[51],-1.67684,0.00381763,0.301947,0.2833,-2.22989,-1.64194,-1.25339,6841.37,5268.31,0.472903,1.00055
log_lik[52],-1.60678,0.00368879,0.287739,0.265831,-2.13118,-1.57128,-1.19573,6659.69,5193.96,0.460344,1.00038
